amount,log_amount,hour_of_day,day_of_week,is_fraud
2944.58,7.988061,21,3,0
2982.47,8.000842,16,0,0
2885.28,7.967724,21,0,0
3703.45,8.21729,23,4,0
2906.71,7.975121,23,4,0
3653.51,8.203717,2,0,0
3378.15,8.125379,12,6,0
2591.57,7.860405,13,3,0
4237.42,8.351946,10,6,0
2397.03,7.782403,13,3,0
2857.8,7.958157,23,0,0
3324.25,8.1093,19,4,0
1966.36,7.584448,11,3,0
1859.17,7.528423,16,1,0
3417.02,8.136817,14,4,0
70.63,4.271514,12,0,0
290.97,5.676651,7,1,0
733.11,6.598659,5,3,0
4985.84,8.514558,0,5,0
696.11,6.546943,9,1,0
1255.25,7.135886,17,6,0
3112.32,8.043445,19,1,0
4954.95,8.508344,17,5,0
2910.84,7.97654,19,4,0
520.72,6.257131,21,5,0
3175.42,8.06351,13,4,0
1904.04,7.552258,4,4,0
649.8,6.478202,15,0,0
1551.02,7.347313,0,1,0
1195.79,7.087398,7,5,0
3760.26,8.232509,10,3,0
2192.41,7.693213,23,1,0
2604.04,7.865203,15,4,0
4899.05,8.497001,1,3,0
3389.12,8.128621,14,1,0
4702.07,8.455971,22,3,0
1797.75,7.494847,6,3,0
1585.62,7.369361,20,1,0
3945.25,8.280521,18,6,0
2843.61,7.953181,14,0,0
3363.91,8.121156,2,5,0
578.57,6.362286,16,2,0
3492.37,8.158622,1,0,0
2623.95,7.872817,16,2,0
422.44,6.048412,17,2,0
1829.39,7.512284,8,6,0
534.37,6.282958,11,2,0
2085.54,7.643262,10,4,0
3701.11,8.216658,6,3,0
4036.35,8.303344,6,3,0
2414.5,7.789662,14,0,0
4975.74,8.51253,15,0,0
997.15,6.905904,7,1,0
1891.41,7.545606,22,4,0
3437.25,8.142718,18,0,0
4818.15,8.480353,5,1,0
99.25,4.607667,5,2,0
4803.59,8.477327,8,4,0
2263.3,7.725021,20,6,0
1242.49,7.125677,22,0,0
4364.04,8.381383,14,2,0
1231.42,7.116735,18,2,0
723.08,6.584902,5,4,0
4189.43,8.340559,10,6,0
1966.3,7.584417,12,3,0
1486.24,7.304677,0,3,0
2189.37,7.691826,21,2,0
4476.94,8.406918,1,1,0
4360.37,8.380542,13,1,0
1743.78,7.464384,6,3,0
3122.18,8.046607,4,0,0
50.01,3.932022,20,5,0
3432.26,8.141266,23,0,0
3728.91,8.224139,15,2,0
4206.77,8.344688,23,6,0
4878.03,8.492702,8,1,0
4982.74,8.513936,7,4,0
794.22,6.678619,16,2,0
3616.52,8.193544,22,1,0
3592.25,8.186812,14,6,0
3408.47,8.134312,23,6,0
4772.27,8.470787,6,3,0
2790.24,7.934241,11,1,0
2944.96,7.98819,23,6,0
3655.58,8.204284,15,2,0
88.47,4.493903,6,2,0
796.26,6.681181,20,1,0
1136.38,7.036483,14,0,0
4735.45,8.463043,11,0,0
2837.6,7.951066,21,2,0
2154.81,7.675922,8,1,0
4.41,1.688249,1,3,0
3703.61,8.217333,23,3,0
56.14,4.045504,12,2,0
2978.37,7.999467,21,3,0
2908.16,7.97562,4,5,0
377.27,5.935608,16,1,0
736.35,6.603063,17,6,0
2560.62,7.848395,8,2,0
237.88,5.475961,9,3,0
2352.94,7.763846,7,0,0
4399.43,8.389458,16,1,0
2869.05,7.962085,5,4,0
1048.61,6.956174,3,3,0
980.87,6.889459,8,5,0
3335.46,8.112666,11,6,0
770.73,6.648635,7,3,0
3984.15,8.29033,21,3,1
4848.72,8.486676,17,4,0
1892.6,7.546235,5,1,0
185.1,5.226284,22,6,0
4553.68,8.423911,21,0,0
2145.06,7.671389,3,5,0
3277.51,8.095144,4,6,0
2453.18,7.805548,15,3,0
4044.31,8.305313,3,5,0
1075.59,6.981554,5,2,0
2205.56,7.69919,0,5,0
3221.32,8.077857,13,2,0
4.26,1.660131,1,4,0
3162.84,8.059542,20,3,0
680.82,6.524766,22,2,0
2293.21,7.738144,6,0,0
3433.1,8.14151,17,1,0
4672.9,8.449749,0,5,0
3870.61,8.261426,15,3,0
155.2,5.051137,12,2,0
3558.49,8.177373,3,3,0
3331.26,8.111406,1,6,0
2682.04,7.894706,11,4,0
1638.4,7.402086,14,3,0
2901.4,7.973293,1,4,0
4349.65,8.378081,2,6,0
4559.45,8.425177,13,6,0
4407.41,8.391269,14,3,0
3377.43,8.125166,19,6,0
2488.34,7.819773,1,5,0
4132.41,8.326858,2,0,0
4153.13,8.331858,9,1,0
3527.81,8.168716,18,1,0
512.06,6.240393,12,1,0
4937.83,8.504884,7,5,0
684.87,6.530688,2,1,0
664.56,6.500629,21,3,0
3613.09,8.192595,13,1,0
1716.66,7.448718,18,2,0
1201.26,7.091958,8,3,0
751.87,6.623893,9,0,0
209.04,5.347298,7,5,0
2909.84,7.976197,9,2,0
3590.87,8.186428,11,5,0
4242.29,8.353094,6,0,0
470.84,6.15664,16,0,0
10.46,2.438863,19,2,0
3366.31,8.121869,14,5,0
4242.86,8.353229,23,5,0
92.17,4.534426,13,1,0
3525.81,8.168149,19,5,0
3602.45,8.189647,11,5,0
710.49,6.567361,6,2,0
3045.16,8.021637,1,4,0
146.44,4.993421,17,0,0
494.69,6.205951,11,5,0
787.76,6.670462,7,2,0
1706.78,7.44295,11,4,0
1462.54,7.288613,16,3,0
500.6,6.217803,14,0,0
4698.75,8.455265,3,4,0
3180.69,8.065168,8,4,0
4269.94,8.359589,13,1,1
2962.36,7.994079,0,6,0
1810.93,7.502148,23,3,0
3167.31,8.060954,1,5,0
4569.71,8.427424,10,0,0
4923.27,8.501931,0,2,0
4399.85,8.389553,17,6,0
646.46,6.473057,2,3,0
3422.58,8.138442,4,4,0
3802.8,8.243756,22,0,0
2920.33,7.979794,15,3,0
4754.88,8.467137,15,1,0
14.6,2.747271,2,4,0
1983.24,7.592991,19,5,0
4100.1,8.319011,18,6,0
1254.59,7.135361,16,5,0
1125.2,7.026604,15,5,0
1840.46,7.518314,16,0,0
1210.71,7.099788,18,2,0
1931.09,7.566358,9,2,0
4606.02,8.435337,21,2,0
4068.2,8.311202,17,4,0
882.02,6.783348,7,4,0
3139.77,8.052223,1,4,0
1622.58,7.392389,19,5,0
176.78,5.180547,7,6,0
2649.78,7.882609,14,5,0
1906.95,7.553785,9,6,0
4341.62,8.376233,8,3,0
3388.15,8.128334,20,6,0
2796.75,7.936571,0,5,0
2408.16,7.787033,11,6,0
3822.8,8.249,21,1,0
1044.12,6.951887,22,3,0
2361.4,7.767433,19,0,0
3819.15,8.248045,22,5,0
4326.68,8.372787,2,1,0
1233.15,7.118138,16,2,0
614.75,6.422841,3,1,0
3741.57,8.227528,16,2,0
1397.4,7.243084,0,0,0
4940.65,8.505455,21,3,0
4080.69,8.314266,12,2,0
2050.29,7.626224,20,6,0
2716.65,7.907523,14,5,0
271.44,5.607418,15,3,0
1138.88,7.038678,19,5,0
725.2,6.587825,5,4,0
466.58,6.14757,1,2,0
1343.72,7.203941,1,2,0
1672.58,7.42272,20,4,0
2999.14,8.006414,11,5,0
2799.3,7.937482,5,2,0
14.94,2.768832,8,6,0
548.74,6.309445,6,3,0
2973.29,7.997761,2,2,0
2482.65,7.817485,4,6,0
4742.21,8.464469,12,5,0
1724.3,7.453156,4,6,0
2518.72,7.831903,6,3,0
1841.76,7.51902,21,6,0
1614.72,7.387536,7,4,0
2239.16,7.714303,6,4,0
3690.45,8.213775,18,3,0
3878.77,8.263531,2,0,0
2930.79,7.983368,14,0,0
4199.59,8.34298,10,0,0
2013.08,7.607918,0,6,0
823.7,6.71502,18,2,0
903.32,6.807183,13,3,0
961.0,6.869014,14,3,0
4199.03,8.342847,5,2,0
1857.63,7.527595,16,1,0
3525.87,8.168166,5,0,0
2922.2,7.980434,2,3,0
2604.93,7.865545,13,0,0
2598.05,7.862901,14,1,0
1760.65,7.474006,2,0,0
2844.22,7.953396,20,4,0
167.9,5.129307,15,0,0
4044.19,8.305284,8,2,0
4575.37,8.428661,6,3,0
2989.07,8.003052,3,4,0
3644.73,8.201312,3,1,0
3938.05,8.278695,19,3,0
831.99,6.725022,2,4,0
4424.82,8.395211,6,6,0
1448.48,7.27896,20,3,0
1509.75,7.320361,22,0,0
3001.66,8.007254,10,6,0
3548.65,8.174604,14,0,0
1930.89,7.566254,18,1,0
4563.11,8.425979,10,4,0
2888.36,7.96879,4,4,0
964.99,6.873153,2,6,0
1916.0,7.558517,22,2,0
1961.53,7.58199,23,2,0
2649.47,7.882492,21,5,0
1302.14,7.172532,13,0,0
1729.74,7.456304,16,0,0
2122.07,7.660618,9,3,0
1559.88,7.353005,1,6,0
2963.71,7.994534,0,6,0
2365.63,7.769222,7,5,0
4525.01,8.417596,6,5,0
3007.66,8.00925,7,5,0
348.55,5.856647,20,4,0
2470.04,7.812394,4,1,0
249.58,5.523778,2,2,0
2441.36,7.80072,10,5,0
4824.27,8.481622,23,1,0
249.16,5.522101,20,2,0
1439.79,7.272947,23,5,0
1617.99,7.389558,15,1,0
2742.68,7.917055,3,0,0
1064.38,6.971087,17,1,0
3293.89,8.100128,23,6,0
853.5,6.750517,14,0,0
3180.66,8.065158,6,0,0
3244.3,8.084963,15,5,0
3748.44,8.229362,9,4,0
2751.53,7.920276,0,5,0
1739.86,7.462135,8,0,0
4736.95,8.46336,0,6,0
4966.92,8.510757,15,1,0
4473.03,8.406045,3,5,0
3634.32,8.198452,7,1,0
547.09,6.30644,9,4,0
1058.01,6.96509,17,5,0
1047.94,6.955535,1,6,0
3449.86,8.146379,4,2,0
386.85,5.960619,20,0,0
3835.34,8.252274,20,1,0
3906.8,8.27073,13,3,0
1065.07,6.971734,4,3,0
3622.24,8.195124,17,4,0
1356.88,7.21368,8,5,0
1327.78,7.192017,4,6,0
2057.57,7.629767,11,3,0
4679.2,8.451096,11,3,0
3280.87,8.096169,14,1,0
525.16,6.265605,20,4,0
3027.96,8.015975,8,4,0
698.62,6.550537,6,2,0
2533.17,7.837621,9,5,0
2367.37,7.769957,15,6,0
270.58,5.604257,18,4,0
1509.66,7.320302,8,4,0
2199.19,7.696299,21,1,0
1951.67,7.576953,8,0,0
280.48,5.640061,3,2,0
4963.08,8.509983,0,6,0
4616.36,8.437578,11,3,0
1837.55,7.516732,19,3,0
2976.13,7.998715,8,2,0
4274.4,8.360633,17,5,0
4961.59,8.509683,20,0,0
1552.78,7.348446,7,1,0
2860.65,7.959154,6,1,0
3263.96,8.091003,12,4,0
4712.62,8.458211,8,1,0
1469.91,7.293637,19,4,0
37.09,3.639952,6,1,0
3740.98,8.22737,4,3,0
3654.89,8.204095,4,6,0
4700.5,8.455637,7,4,0
3650.44,8.202877,8,6,0
1619.92,7.390749,6,3,0
1452.8,7.281936,21,1,0
1299.35,7.170389,19,3,0
4031.9,8.302241,10,1,0
3674.08,8.20933,20,2,0
569.47,6.346461,10,4,0
2230.41,7.710389,17,3,0
4634.16,8.441426,5,6,0
752.57,6.624822,4,4,0
1888.25,7.543935,2,4,0
4327.96,8.373083,18,2,0
987.53,6.896219,15,5,0
920.2,6.825677,8,1,0
3136.43,8.051159,9,1,0
633.28,6.45249,1,1,0
2816.46,7.943591,0,0,0
4342.5,8.376436,8,3,0
2932.28,7.983877,8,0,0
2109.25,7.654562,6,6,0
628.21,6.444465,16,0,0
3561.75,8.178288,14,0,0
1617.85,7.389471,8,5,0
2579.12,7.855591,22,0,0
4012.59,8.297441,5,5,0
881.17,6.782385,14,5,0
1886.91,7.543226,8,6,0
1912.91,7.556904,18,0,0
4873.92,8.491859,17,4,0
613.44,6.420711,14,0,0
2020.09,7.611392,22,2,0
4843.94,8.48569,2,3,0
4435.98,8.397729,2,6,0
1786.49,7.488568,4,0,0
3790.97,8.240641,13,4,0
2168.68,7.682335,6,4,0
3858.26,8.258231,7,5,0
984.5,6.893149,16,0,0
186.4,5.233245,9,5,0
4370.18,8.382788,0,5,0
4389.9,8.387289,20,1,0
4384.91,8.386152,22,3,0
1504.71,7.31702,17,5,0
4534.72,8.419739,6,2,0
4487.41,8.409254,4,0,0
2016.56,7.609644,18,3,0
4177.75,8.337767,19,6,0
3034.43,8.018108,10,4,0
4726.12,8.461071,19,1,0
410.91,6.020805,22,3,0
942.59,6.849692,7,5,0
4991.19,8.51563,18,2,0
3621.5,8.19492,12,6,0
4078.64,8.313764,9,6,0
997.18,6.905934,9,5,0
908.57,6.812972,12,1,0
4196.58,8.342263,2,3,0
4250.57,8.355044,3,3,0
430.96,6.068333,6,5,0
2328.79,7.753533,15,2,0
649.47,6.477695,14,2,0
3180.54,8.065121,14,4,0
1494.57,7.310263,22,5,0
785.8,6.667974,16,1,0
930.31,6.836592,7,6,0
2158.44,7.677604,4,6,0
3754.73,8.231038,6,6,0
2782.4,7.931428,1,3,1
2767.44,7.926039,21,4,0
2663.55,7.88779,21,5,0
4378.94,8.38479,2,2,0
438.84,6.086411,8,6,0
4417.8,8.393623,3,0,0
1270.61,7.148039,13,4,0
940.89,6.847888,7,3,0
3167.21,8.060922,7,4,0
3471.24,8.152555,9,2,0
2266.04,7.72623,0,2,0
266.0,5.587249,16,3,0
3915.99,8.273079,16,5,0
1958.37,7.580378,16,1,0
3767.21,8.234355,19,6,0
4761.11,8.468446,13,0,0
1420.67,7.259588,18,3,0
2412.53,7.788846,19,0,0
3678.35,8.210491,15,5,0
3386.34,8.1278,3,0,0
3951.24,8.282038,15,1,0
4190.39,8.340788,3,3,0
4890.66,8.495287,16,6,0
1856.52,7.526998,9,0,0
2078.34,7.639806,3,6,0
1247.86,7.129986,5,4,0
3058.9,8.026138,16,4,0
2314.55,7.747403,8,3,0
2517.25,7.831319,3,2,0
2366.62,7.769641,11,1,0
797.23,6.682397,11,4,1
2264.57,7.725582,21,4,0
4096.58,8.318152,18,2,0
3359.71,8.119908,1,2,0
3242.52,8.084414,6,6,0
4390.58,8.387444,16,6,0
2331.59,7.754735,1,3,0
2108.65,7.654277,18,0,0
957.81,6.865693,0,3,0
1522.18,7.328556,19,3,0
125.28,4.838502,12,6,0
2746.11,7.918305,20,2,0
4156.98,8.332785,6,5,0
4026.7,8.300951,22,6,0
3358.7,8.119607,17,5,0
4267.3,8.358971,16,2,0
4815.04,8.479707,1,5,0
1551.05,7.347332,8,0,0
4121.95,8.324324,1,1,0
3083.04,8.033996,19,6,0
2149.94,7.67366,4,6,0
4108.76,8.32112,16,6,0
837.18,6.731233,21,4,0
2264.0,7.72533,20,5,0
2708.35,7.904464,22,5,0
2899.52,7.972645,9,2,0
1306.01,7.175497,8,6,0
1285.02,7.159307,13,3,0
4048.74,8.306408,3,5,0
4549.62,8.423019,15,2,0
1323.45,7.188753,0,0,0
1483.39,7.302759,20,0,0
2694.78,7.899443,7,2,0
2550.63,7.844488,11,2,0
4963.9,8.510148,4,3,0
3912.78,8.272259,18,4,0
2874.52,7.963989,2,4,0
2005.5,7.604147,2,1,0
3737.73,8.226501,2,3,0
4268.94,8.359355,19,5,0
4033.2,8.302563,23,0,0
4057.12,8.308475,18,1,0
2345.36,7.76062,2,5,0
1943.38,7.572698,15,1,0
3432.73,8.141402,14,6,0
257.79,5.556017,23,2,0
166.31,5.119848,5,6,0
4231.97,8.350659,2,0,0
3996.62,8.293454,15,4,0
2786.18,7.932786,19,0,0
3218.95,8.077121,1,3,0
612.76,6.419604,23,1,0
4645.66,8.443904,5,0,0
2245.32,7.717049,5,3,0
609.36,6.414049,11,2,0
1887.59,7.543586,10,3,0
4120.09,8.323873,12,6,0
3145.39,8.054011,10,0,0
1491.32,7.308087,23,3,0
3419.34,8.137495,8,3,0
1822.1,7.508294,22,5,0
2772.69,7.927934,6,2,0
3684.37,8.212126,3,5,0
2774.57,7.928611,22,6,0
3404.61,8.133179,19,5,0
3633.28,8.198166,9,4,0
2552.26,7.845126,17,5,0
2979.26,7.999766,8,3,0
1972.33,7.587478,7,5,0
2324.84,7.751837,7,6,0
4422.46,8.394677,9,1,0
1299.43,7.17045,18,3,0
1530.95,7.334297,4,5,0
3492.55,8.158674,17,0,0
2346.46,7.761089,1,4,0
3600.54,8.189117,15,3,0
2944.18,7.987925,11,3,0
625.1,6.43951,5,4,0
2286.98,7.735425,3,6,0
1407.7,7.250423,20,6,0
3476.12,8.15396,0,0,0
1344.64,7.204625,22,2,1
3619.31,8.194315,10,4,0
290.84,5.676206,23,1,0
294.12,5.687382,13,1,0
2381.36,7.775847,15,2,0
2978.44,7.999491,9,3,0
393.54,5.977721,7,5,0
3751.49,8.230175,3,4,0
33.82,3.550192,0,1,0
1024.41,6.932848,17,3,0
4194.26,8.341711,9,4,0
3418.49,8.137247,10,3,0
955.43,6.863208,21,5,0
3523.18,8.167403,7,1,0
2383.23,7.776632,14,5,0
163.24,5.101329,19,2,0
496.22,6.209033,22,5,0
879.97,6.781024,3,5,0
3692.21,8.214251,2,4,0
2521.19,7.832883,7,4,0
2873.2,7.96353,15,5,0
2436.5,7.798728,19,4,0
4563.03,8.425961,9,5,0
3899.88,8.268957,17,2,0
3125.3,8.047605,6,6,0
777.95,6.657947,0,0,0
1600.07,7.378427,10,5,1
212.01,5.361339,13,5,0
4579.67,8.429601,21,4,0
1546.16,7.344176,14,3,0
2712.01,7.905814,2,1,0
1088.13,6.993134,18,6,0
3813.94,8.24668,2,4,0
3942.29,8.279771,6,4,0
1928.37,7.564949,9,2,0
2406.95,7.786531,18,6,0
4144.73,8.329834,22,5,0
665.4,6.50189,2,4,0
2216.88,7.704307,4,1,0
2816.29,7.943531,3,6,0
2137.16,7.667701,4,4,0
953.52,6.861209,21,6,0
3071.83,8.030354,16,2,0
3500.32,8.160895,1,1,0
3382.11,8.126551,22,3,0
2469.43,7.812148,2,6,0
2686.41,7.896333,16,2,0
3672.28,8.20884,6,4,0
2225.82,7.70833,13,0,0
1397.44,7.243113,8,1,0
877.25,6.777931,11,2,0
1827.41,7.511202,5,2,0
4703.29,8.45623,9,0,0
4102.88,8.319688,9,0,0
2207.18,7.699924,11,4,0
1582.3,7.367267,22,6,0
4470.99,8.405589,0,5,0
2584.34,7.857612,1,6,0
1672.44,7.422637,1,2,0
2697.67,7.900514,20,3,0
3279.53,8.09576,22,3,0
3233.28,8.081562,23,1,0
1256.67,7.137016,13,2,0
277.86,5.63071,11,3,0
4146.03,8.330148,9,3,0
2011.53,7.607148,2,5,0
1126.89,7.028104,22,4,0
3844.32,8.254612,11,2,0
4800.46,8.476675,5,4,0
949.13,6.856599,13,2,0
2733.11,7.913561,9,5,0
2153.93,7.675514,13,6,0
1743.26,7.464086,6,4,0
2564.42,7.849877,6,2,0
3538.5,8.171741,10,1,0
3297.06,8.10109,5,4,0
4954.67,8.508288,18,4,0
3449.11,8.146161,12,2,0
2114.85,7.657212,4,3,1
4166.64,8.335105,6,1,0
2462.07,7.809164,7,1,0
4034.1,8.302786,9,0,0
1340.52,7.201559,3,2,0
626.73,6.44211,5,3,0
2124.21,7.661626,4,4,0
2058.64,7.630286,23,5,0
4900.85,8.497368,11,6,0
518.92,6.253675,17,3,0
548.13,6.308335,18,6,0
1868.43,7.533389,21,4,0
2007.03,7.604909,23,2,0
2769.75,7.926873,13,4,0
1866.12,7.532152,10,1,0
3657.65,8.20485,8,5,0
147.97,5.003745,12,5,0
11.84,2.552565,22,5,0
4400.94,8.389801,7,6,0
2710.82,7.905375,16,1,0
974.6,6.883053,17,6,0
1645.32,7.406298,4,0,0
2987.58,8.002554,14,1,0
1738.72,7.461479,23,6,0
4183.08,8.339042,23,1,0
4664.89,8.448034,21,3,0
1220.92,7.108179,16,6,0
1965.85,7.584189,9,5,0
405.42,6.007387,9,0,0
457.45,6.127851,0,3,0
3309.83,8.104954,10,4,0
4834.59,8.483758,21,4,0
577.58,6.360577,7,0,0
4725.39,8.460917,17,6,0
191.06,5.257808,14,3,0
521.9,6.25939,8,3,0
441.47,6.092373,13,2,0
331.36,5.806219,17,1,0
578.49,6.362148,6,6,0
1033.36,6.941538,9,2,0
2039.16,7.620784,1,5,0
135.69,4.917716,5,0,0
2505.53,7.826655,17,2,0
3465.99,8.151042,22,3,0
1584.81,7.368851,13,0,0
2682.76,7.894974,3,6,0
2801.38,7.938224,20,1,0
4683.7,8.452057,1,5,0
162.99,5.099805,10,3,0
1952.54,7.577398,12,0,0
773.84,6.652657,22,6,1
2492.13,7.821294,9,1,0
199.25,5.299567,0,6,0
4342.83,8.376512,15,5,0
4513.84,8.415125,5,1,0
247.04,5.51359,3,6,0
2983.48,8.001181,21,6,0
4384.56,8.386073,1,1,0
3327.88,8.110391,18,0,0
1846.9,7.521805,16,2,1
2418.55,7.791337,5,0,0
2140.55,7.669285,1,6,0
1257.92,7.138009,8,5,0
4241.14,8.352823,8,6,0
131.18,4.884165,15,5,0
3732.75,8.225168,17,6,0
3981.93,8.289773,1,5,0
4441.06,8.398874,3,5,0
479.83,6.175514,5,0,0
823.11,6.714304,14,3,0
436.91,6.082013,23,0,0
919.74,6.825178,3,1,0
2673.09,7.891364,2,5,0
845.51,6.741122,10,4,0
2175.76,7.685593,22,3,0
1917.1,7.55909,10,5,0
1492.75,7.309045,6,6,0
3510.15,8.163699,19,4,0
1439.38,7.272662,12,6,0
3062.07,8.027173,6,0,0
4141.66,8.329093,23,2,0
3241.36,8.084057,12,2,0
2536.42,7.838903,14,4,0
3141.47,8.052764,8,0,0
2243.22,7.716113,11,1,0
4768.56,8.470009,12,2,0
4160.02,8.333516,3,2,0
4216.39,8.346972,16,3,0
649.53,6.477787,8,1,0
266.8,5.59024,12,0,0
2052.0,7.627057,14,6,0
686.49,6.533047,12,3,0
4828.22,8.48244,19,3,0
2408.42,7.787141,7,3,0
4100.35,8.319071,18,1,0
1380.34,7.230809,13,0,0
4187.56,8.340112,21,5,0
577.35,6.360179,11,3,0
4994.26,8.516245,9,2,0
4744.13,8.464874,22,2,0
4017.72,8.298719,20,5,0
1702.17,7.440246,22,5,0
2224.23,7.707616,15,6,0
2893.51,7.970571,2,6,0
1721.94,7.451787,12,3,0
2507.52,7.827448,10,3,0
663.1,6.498433,13,4,0
71.91,4.289226,10,0,0
2674.21,7.891783,10,3,0
2167.03,7.681574,20,1,0
293.84,5.686433,3,1,0
4635.33,8.441678,19,5,0
376.0,5.932245,8,1,1
4831.88,8.483198,22,0,0
3514.67,8.164985,9,4,0
4794.17,8.475364,15,0,0
2969.9,7.99662,5,5,1
3832.28,8.251476,17,2,0
3217.77,8.076755,12,4,0
1060.07,6.967033,15,1,0
4830.56,8.482925,18,1,0
1260.91,7.140382,19,5,0
4718.07,8.459367,1,4,0
2653.71,7.884091,15,3,0
4407.65,8.391324,5,4,0
4370.19,8.382791,9,1,0
1947.23,7.574677,11,5,0
1195.25,7.086947,1,6,0
3200.51,8.071378,16,4,0
1261.77,7.141063,16,5,0
3508.51,8.163232,21,3,0
3716.3,8.220753,18,3,0
946.28,6.853595,18,0,0
1002.26,6.91101,16,6,0
3125.75,8.047749,1,3,0
1393.21,7.240083,0,2,0
1440.34,7.273329,6,4,0
1003.91,6.912653,15,2,0
4895.16,8.496207,22,4,0
4142.98,8.329412,15,0,0
1180.06,7.074168,6,5,0
4251.33,8.355222,6,3,0
1542.55,7.34184,6,0,0
3876.79,8.263021,11,0,0
827.59,6.719725,0,1,0
608.92,6.413328,5,1,0
2392.51,7.780516,8,2,0
3854.45,8.257243,8,5,0
3480.29,8.155158,23,5,0
3495.28,8.159455,13,1,0
2539.8,7.840234,3,1,0
721.16,6.582247,1,1,0
3693.72,8.21466,14,1,0
675.27,6.516592,22,5,0
3933.51,8.277542,14,5,0
3218.65,8.077028,17,6,0
3248.56,8.086275,9,2,0
2700.11,7.901418,8,4,0
663.2,6.498583,0,1,0
2424.48,7.793785,20,3,0
4820.49,8.480838,11,3,0
229.41,5.43986,12,3,0
553.67,6.318373,22,3,0
2151.34,7.674311,1,3,0
2466.58,7.810993,5,6,0
2496.23,7.822937,23,0,0
3582.19,8.184009,20,5,0
2044.02,7.623163,0,3,0
3303.75,8.103116,3,0,0
2103.59,7.651876,3,2,0
953.29,6.860968,10,6,0
4646.76,8.444141,20,4,0
3870.78,8.26147,8,5,0
4718.11,8.459376,0,1,0
2814.47,7.942884,7,6,0
4849.5,8.486837,6,6,0
16.3,2.850707,12,4,0
1056.36,6.963531,0,2,0
4618.34,8.438007,11,1,0
1871.66,7.535115,9,3,0
706.52,6.561766,1,4,0
1143.28,7.042531,2,4,0
3299.42,8.101805,8,3,0
553.73,6.318482,19,5,0
3400.39,8.131939,5,1,0
3037.92,8.019257,15,2,0
1527.59,7.332101,8,6,0
233.56,5.457711,21,3,0
2554.43,7.845976,23,1,0
2792.3,7.934979,17,6,0
2129.65,7.664182,17,4,0
2382.72,7.776418,11,3,0
3461.21,8.149662,6,4,0
258.12,5.557291,13,0,0
4622.41,8.438888,1,0,0
471.86,6.158799,16,4,0
1138.51,7.038354,4,2,0
1443.09,7.275235,21,5,0
1687.76,7.43175,13,2,0
4619.49,8.438256,1,5,0
1191.85,7.084101,1,5,0
866.79,6.76595,20,1,0
2306.24,7.743807,3,1,0
3428.45,8.140155,7,1,0
3100.88,8.039764,14,6,0
4685.62,8.452467,9,3,0
4963.7,8.510108,6,4,0
1838.81,7.517418,10,0,0
4840.4,8.484959,9,0,0
2106.07,7.653054,9,3,0
2666.09,7.888743,4,3,0
3949.62,8.281628,20,5,0
1794.17,7.492855,9,0,0
903.99,6.807924,7,1,0
1315.14,7.182458,10,5,0
85.54,4.460607,12,0,0
2942.06,7.987205,10,4,0
3609.48,8.191596,6,4,0
1926.97,7.564223,19,6,0
3600.6,8.189133,10,5,0
3623.04,8.195345,23,3,0
309.33,5.737636,5,4,0
1237.82,7.121915,20,1,0
3454.47,8.147714,13,4,0
3282.94,8.096799,2,3,0
2296.69,7.73966,5,4,0
105.78,4.670771,14,3,0
3771.63,8.235528,14,2,0
2995.55,8.005217,23,2,0
4191.29,8.341002,3,0,0
3662.34,8.206131,18,4,0
3943.72,8.280133,10,4,0
4811.14,8.478897,4,0,0
2671.35,7.890714,4,4,0
3163.43,8.059728,19,4,0
2334.76,7.756093,7,0,0
2575.32,7.854117,9,5,0
1899.7,7.549978,6,0,0
4775.8,8.471526,16,0,0
2401.36,7.784207,10,6,0
2679.93,7.893919,8,6,0
1241.05,7.124519,0,5,0
3053.83,8.024479,11,2,0
1602.67,7.38005,9,5,0
3768.68,8.234745,11,4,0
3298.8,8.101617,16,6,0
1529.14,7.333115,20,5,0
4138.78,8.328398,22,1,0
290.93,5.676514,17,2,0
244.39,5.502849,5,3,0
3293.4,8.099979,21,5,0
3082.89,8.033947,17,6,0
3312.79,8.105848,16,4,0
992.68,6.901415,5,4,0
693.32,6.542933,6,4,0
4280.59,8.36208,22,6,0
2996.7,8.005601,10,4,0
489.29,6.194997,2,1,0
4912.7,8.499783,8,1,0
3685.27,8.21237,22,5,0
3732.61,8.225131,23,4,0
1036.44,6.944511,16,0,0
4760.4,8.468297,14,6,0
1352.3,7.210301,15,5,0
2546.7,7.842946,8,6,0
2833.11,7.949483,1,0,0
3164.21,8.059975,21,2,0
1014.57,6.923205,1,1,0
1939.07,7.570479,7,1,0
2472.06,7.813212,21,2,0
2651.95,7.883428,13,2,0
4056.9,8.308421,13,0,0
3268.11,8.092273,6,4,0
2883.28,7.967031,5,4,0
1833.04,7.514276,12,6,0
2137.38,7.667804,1,1,0
22.51,3.157426,21,2,0
1815.77,7.504815,5,4,0
2512.75,7.829531,0,4,0
1827.37,7.51118,16,0,0
807.93,6.695712,3,0,0
1176.26,7.070945,16,1,0
4874.11,8.491898,4,3,0
3004.64,8.008246,2,6,0
4375.51,8.384007,2,0,0
956.23,6.864044,8,4,0
298.0,5.700444,3,5,0
2884.74,7.967537,18,4,0
3201.8,8.071781,10,5,0
924.4,6.830226,14,2,0
4689.92,8.453384,17,1,0
31.87,3.49256,5,1,0
3190.8,8.06834,8,6,0
